geo_code,geo_name,taux_passages_bronchio_sau,taux_hospit_bronchio_sau,taux_actes_bronchio_sos,year,population,pop_lt1,taux_passages_bronchio_sau_popnorm,taux_hospit_bronchio_sau_popnorm,taux_actes_bronchio_sos_popnorm,couv_dose1,couv_complet,couv_rappel,port_du_masque,lavage_des_mains,eviter_les_regrupements,gm_workplaces,score_mnp,tmean,tmean,tmean_szn_pct,tmean_szn_quintile,rsv_pos_pct,geo_level
93,Provence-Alpes-Côte d'Azur,578.03468208,1563.6363636,251.25628141,2021,,,,,,,,,0.43412785194347586,-0.4099867968609554,-0.09487449669763408,0.4717840853555243,0.45295596864950005,9.428571428571429,13.15,62.5,3.0,,REG
94,Corse,344.82758621,1428.5714286,232.55813953,2021,,,,,,,,,0.43412785194347586,-0.4099867968609554,-0.09487449669763408,0.4717840853555243,0.45295596864950005,8.8,13.178571428571429,37.5,2.0,,REG
84,Auvergne et Rhône-Alpes,523.78664104,1737.704918,496.32352941,2021,,,,,,,,,0.13422138794977626,-0.5543297554797816,-0.22549318666981952,0.22528908741472406,0.17975523768225016,11.002857142857142,18.22571428571429,25.0,1.0,,REG
11,Île-de-France,329.49790795,806.14203455,217.61658031,2021,,,,,,,,,0.13422138794977626,-0.5543297554797816,-0.22549318666981952,0.22528908741472406,0.17975523768225016,12.87857142857143,18.59,25.0,1.0,,REG
44,Grand Est,634.18406806,1553.7848606,822.51082251,2021,,,,,,,,,0.13422138794977626,-0.5543297554797816,-0.22549318666981952,0.22528908741472406,0.17975523768225016,11.938571428571429,15.547142857142855,62.5,3.0,,REG
2,Martinique,,,975.6097561,2021,,,,,,,,,0.13422138794977626,-0.5543297554797816,-0.22549318666981952,0.22528908741472406,0.17975523768225016,,,,,,REG
4,Réunion,2451.3618677,3924.0506329,,2021,,,,,,,,,0.13422138794977626,-0.5543297554797816,-0.22549318666981952,0.22528908741472406,0.17975523768225016,,,,,,REG
94,Corse,0.0,0.0,1944.4444444,2021,,,,,,,,,0.13422138794977626,-0.5543297554797816,-0.22549318666981952,0.22528908741472406,0.17975523768225016,9.314285714285717,14.464285714285714,12.5,1.0,,REG
3,Guyane,281.69014085,0.0,,2021,,,,,,,,,0.13422138794977626,-0.5543297554797816,-0.22549318666981952,0.22528908741472406,0.17975523768225016,,,,,,REG
24,Centre-Val de Loire,439.36731107,1410.2564103,63.291139241,2021,,,,,,,,,0.13422138794977626,-0.5543297554797816,-0.22549318666981952,0.22528908741472406,0.17975523768225016,7.378571428571428,15.635714285714284,12.5,1.0,,REG
53,Bretagne,596.33027523,1384.6153846,322.58064516,2021,,,,,,,,,0.13422138794977626,-0.5543297554797816,-0.22549318666981952,0.22528908741472406,0.17975523768225016,9.242857142857144,13.714285714285714,12.5,1.0,,REG
32,Hauts-de-France,386.04305865,1188.1188119,167.9389313,2021,,,,,,,,,0.13422138794977626,-0.5543297554797816,-0.22549318666981952,0.22528908741472406,0.17975523768225016,9.057142857142855,16.04285714285714,12.5,1.0,,REG
1,Guadeloupe,1279.0697674,3333.3333333,,2021,,,,,,,,,0.13422138794977626,-0.5543297554797816,-0.22549318666981952,0.22528908741472406,0.17975523768225016,,,,,,REG
52,Pays de la Loire,739.54983923,1739.1304348,162.86644951,2021,,,,,,,,,0.13422138794977626,-0.5543297554797816,-0.22549318666981952,0.22528908741472406,0.17975523768225016,7.785714285714286,12.735714285714286,12.5,1.0,,REG
27,Bourgogne et Franche-Comté,592.59259259,1764.7058824,652.17391304,2021,,,,,,,,,0.13422138794977626,-0.5543297554797816,-0.22549318666981952,0.22528908741472406,0.17975523768225016,8.442857142857143,13.521428571428572,25.0,1.0,,REG
75,Nouvelle Aquitaine,753.3632287,2016.4609053,380.11695906,2021,,,,,,,,,0.13422138794977626,-0.5543297554797816,-0.22549318666981952,0.22528908741472406,0.17975523768225016,10.257142857142856,15.271428571428572,12.5,1.0,,REG
93,Provence-Alpes-Côte d'Azur,582.14747736,1521.7391304,342.46575342,2021,,,,,,,,,0.13422138794977626,-0.5543297554797816,-0.22549318666981952,0.22528908741472406,0.17975523768225016,8.814285714285715,14.028571428571428,12.5,1.0,,REG
76,Occitanie,578.0730897,1414.6341463,385.85209003,2021,,,,,,,,,0.13422138794977626,-0.5543297554797816,-0.22549318666981952,0.22528908741472406,0.17975523768225016,9.154285714285717,13.04,12.5,1.0,,REG
28,Normandie,603.8647343,1754.3859649,423.72881356,2021,,,,,,,,,0.13422138794977626,-0.5543297554797816,-0.22549318666981952,0.22528908741472406,0.17975523768225016,8.164285714285715,13.484285714285717,12.5,1.0,,REG
6,Mayotte,2374.1007194,5116.2790698,,2021,,,,,,,,,0.13422138794977626,-0.5543297554797816,-0.22549318666981952,0.22528908741472406,0.17975523768225016,,,,,,REG
75,Nouvelle Aquitaine,597.4025974,1728.3950617,376.5060241,2021,,,,,,,,,-0.16568507604392335,-0.6986727140986078,-0.356111876642005,0.9105909702346578,0.37245294709536725,14.971428571428572,20.071428571428573,87.5,4.0,,REG
3,Guyane,287.76978417,0.0,,2021,,,,,,,,,-0.16568507604392335,-0.6986727140986078,-0.356111876642005,0.9105909702346578,0.37245294709536725,,,,,,REG
6,Mayotte,3275.862069,6666.6666667,,2021,,,,,,,,,-0.16568507604392335,-0.6986727140986078,-0.356111876642005,0.9105909702346578,0.37245294709536725,,,,,,REG
84,Auvergne et Rhône-Alpes,581.95926285,1739.1304348,371.09375,2021,,,,,,,,,-0.16568507604392335,-0.6986727140986078,-0.356111876642005,0.9105909702346578,0.37245294709536725,13.682857142857143,20.305714285714284,50.0,2.0,,REG
44,Grand Est,516.69316375,1416.6666667,535.71428571,2021,,,,,,,,,-0.16568507604392335,-0.6986727140986078,-0.356111876642005,0.9105909702346578,0.37245294709536725,12.70142857142857,17.139999999999997,50.0,2.0,,REG
32,Hauts-de-France,509.06555091,1092.4369748,229.88505747,2021,,,,,,,,,-0.16568507604392335,-0.6986727140986078,-0.356111876642005,0.9105909702346578,0.37245294709536725,14.085714285714284,19.064285714285713,75.0,4.0,,REG
53,Bretagne,888.20826953,2574.2574257,388.88888889,2021,,,,,,,,,-0.16568507604392335,-0.6986727140986078,-0.356111876642005,0.9105909702346578,0.37245294709536725,10.957142857142856,16.714285714285715,37.5,2.0,,REG
27,Bourgogne et Franche-Comté,646.55172414,1376.146789,344.82758621,2021,,,,,,,,,-0.16568507604392335,-0.6986727140986078,-0.356111876642005,0.9105909702346578,0.37245294709536725,11.671428571428573,17.178571428571427,87.5,4.0,,REG
93,Provence-Alpes-Côte d'Azur,497.70792403,1139.2405063,187.1657754,2021,,,,,,,,,-0.16568507604392335,-0.6986727140986078,-0.356111876642005,0.9105909702346578,0.37245294709536725,13.357142857142858,18.62857142857143,75.0,4.0,,REG
24,Centre-Val de Loire,574.16267943,1666.6666667,375.93984962,2021,,,,,,,,,-0.16568507604392335,-0.6986727140986078,-0.356111876642005,0.9105909702346578,0.37245294709536725,12.107142857142858,18.58857142857143,50.0,2.0,,REG
4,Réunion,1929.2604502,3283.5820896,,2021,,,,,,,,,-0.16568507604392335,-0.6986727140986078,-0.356111876642005,0.9105909702346578,0.37245294709536725,,,,,,REG
1,Guadeloupe,927.83505155,1538.4615385,,2021,,,,,,,,,-0.16568507604392335,-0.6986727140986078,-0.356111876642005,0.9105909702346578,0.37245294709536725,,,,,,REG
76,Occitanie,576.92307692,1714.2857143,131.57894737,2021,,,,,,,,,-0.16568507604392335,-0.6986727140986078,-0.356111876642005,0.9105909702346578,0.37245294709536725,11.691428571428572,16.134285714285713,50.0,2.0,,REG
11,Île-de-France,291.06555302,658.68263473,114.02508552,2021,,,,,,,,,-0.16568507604392335,-0.6986727140986078,-0.356111876642005,0.9105909702346578,0.37245294709536725,16.157142857142855,19.252857142857145,62.5,3.0,,REG
2,Martinique,,,0.0,2021,,,,,,,,,-0.16568507604392335,-0.6986727140986078,-0.356111876642005,0.9105909702346578,0.37245294709536725,,,,,,REG
94,Corse,632.91139241,769.23076923,1282.0512821,2021,,,,,,,,,-0.16568507604392335,-0.6986727140986078,-0.356111876642005,0.9105909702346578,0.37245294709536725,13.842857142857143,19.228571428571428,87.5,4.0,,REG
28,Normandie,449.79079498,1119.4029851,570.65217391,2021,,,,,,,,,-0.16568507604392335,-0.6986727140986078,-0.356111876642005,0.9105909702346578,0.37245294709536725,11.821428571428571,17.705714285714286,87.5,4.0,,REG
52,Pays de la Loire,519.68503937,1250.0,377.35849057,2021,,,,,,,,,-0.16568507604392335,-0.6986727140986078,-0.356111876642005,0.9105909702346578,0.37245294709536725,12.814285714285717,17.731428571428573,87.5,4.0,,REG
6,Mayotte,3090.9090909,5333.3333333,,2021,,,,,,,,,-0.46559154003762104,-0.8430156727174357,-0.4867305666141912,0.922801248770425,0.228604854366402,,,,,,REG
27,Bourgogne et Franche-Comté,581.08108108,1492.5373134,287.76978417,2021,,,,,,,,,-0.46559154003762104,-0.8430156727174357,-0.4867305666141912,0.922801248770425,0.228604854366402,11.342857142857143,17.678571428571427,50.0,2.0,,REG
28,Normandie,736.34204276,1925.9259259,466.47230321,2021,,,,,,,,,-0.46559154003762104,-0.8430156727174357,-0.4867305666141912,0.922801248770425,0.228604854366402,13.1,19.478571428571428,75.0,4.0,,REG
93,Provence-Alpes-Côte d'Azur,447.40024184,1394.4223108,229.59183673,2021,,,,,,,,,-0.46559154003762104,-0.8430156727174357,-0.4867305666141912,0.922801248770425,0.228604854366402,14.12857142857143,19.842857142857145,75.0,4.0,,REG
4,Réunion,2736.4864865,5423.7288136,,2021,,,,,,,,,-0.46559154003762104,-0.8430156727174357,-0.4867305666141912,0.922801248770425,0.228604854366402,,,,,,REG
94,Corse,0.0,0.0,847.45762712,2021,,,,,,,,,-0.46559154003762104,-0.8430156727174357,-0.4867305666141912,0.922801248770425,0.228604854366402,14.55714285714286,20.435714285714287,75.0,4.0,,REG
32,Hauts-de-France,383.25053229,900.0,343.05317324,2021,,,,,,,,,-0.46559154003762104,-0.8430156727174357,-0.4867305666141912,0.922801248770425,0.228604854366402,14.314285714285717,21.55,62.5,3.0,,REG
11,Île-de-France,311.18794764,769.23076923,139.69732247,2021,,,,,,,,,-0.46559154003762104,-0.8430156727174357,-0.4867305666141912,0.922801248770425,0.228604854366402,18.607142857142858,24.83857142857143,100.0,5.0,,REG
76,Occitanie,573.7704918,1801.8018018,297.02970297,2021,,,,,,,,,-0.46559154003762104,-0.8430156727174357,-0.4867305666141912,0.922801248770425,0.228604854366402,11.321428571428571,15.957142857142856,37.5,2.0,,REG
53,Bretagne,621.21212121,1340.2061856,507.6142132,2021,,,,,,,,,-0.46559154003762104,-0.8430156727174357,-0.4867305666141912,0.922801248770425,0.228604854366402,13.4,19.77857142857143,75.0,4.0,,REG
3,Guyane,223.46368715,0.0,,2021,,,,,,,,,-0.46559154003762104,-0.8430156727174357,-0.4867305666141912,0.922801248770425,0.228604854366402,,,,,,REG
44,Grand Est,578.90563045,1529.4117647,612.74509804,2021,,,,,,,,,-0.46559154003762104,-0.8430156727174357,-0.4867305666141912,0.922801248770425,0.228604854366402,14.27,19.821428571428573,75.0,4.0,,REG
1,Guadeloupe,617.28395062,833.33333333,,2021,,,,,,,,,-0.46559154003762104,-0.8430156727174357,-0.4867305666141912,0.922801248770425,0.228604854366402,,,,,,REG
75,Nouvelle Aquitaine,778.7903894,1844.2622951,364.18816388,2021,,,,,,,,,-0.46559154003762104,-0.8430156727174357,-0.4867305666141912,0.922801248770425,0.228604854366402,15.857142857142858,21.12857142857143,75.0,4.0,,REG
84,Auvergne et Rhône-Alpes,443.46978558,1428.5714286,361.01083032,2021,,,,,,,,,-0.46559154003762104,-0.8430156727174357,-0.4867305666141912,0.922801248770425,0.228604854366402,17.69142857142857,24.314285714285713,100.0,5.0,,REG
2,Martinique,,,277.77777778,2021,,,,,,,,,-0.46559154003762104,-0.8430156727174357,-0.4867305666141912,0.922801248770425,0.228604854366402,,,,,,REG
24,Centre-Val de Loire,437.5,1010.1010101,0.0,2021,,,,,,,,,-0.46559154003762104,-0.8430156727174357,-0.4867305666141912,0.922801248770425,0.228604854366402,12.281428571428572,20.97571428571429,62.5,3.0,,REG
52,Pays de la Loire,691.24423963,1226.4150943,390.87947883,2021,,,,,,,,,-0.46559154003762104,-0.8430156727174357,-0.4867305666141912,0.922801248770425,0.228604854366402,14.064285714285717,19.50142857142857,87.5,4.0,,REG
76,Occitanie,637.84549965,1705.0691244,406.50406504,2021,,,,,,,,,-0.7654980040313206,-0.9873586313362619,-0.6173492565863766,0.8678549953594725,0.05117849566407595,14.481428571428571,18.75428571428571,87.5,4.0,,REG
24,Centre-Val de Loire,352.60930889,1171.1711712,270.27027027,2021,,,,,,,,,-0.7654980040313206,-0.9873586313362619,-0.6173492565863766,0.8678549953594725,0.05117849566407595,15.778571428571428,22.62142857142857,87.5,4.0,,REG
3,Guyane,208.33333333,526.31578947,,2021,,,,,,,,,-0.7654980040313206,-0.9873586313362619,-0.6173492565863766,0.8678549953594725,0.05117849566407595,,,,,,REG
52,Pays de la Loire,419.79010495,944.88188976,168.91891892,2021,,,,,,,,,-0.7654980040313206,-0.9873586313362619,-0.6173492565863766,0.8678549953594725,0.05117849566407595,16.314285714285713,22.88714285714286,100.0,5.0,,REG
53,Bretagne,699.3006993,1527.7777778,407.239819,2021,,,,,,,,,-0.7654980040313206,-0.9873586313362619,-0.6173492565863766,0.8678549953594725,0.05117849566407595,15.042857142857144,20.207142857142856,87.5,4.0,,REG
2,Martinique,,,789.47368421,2021,,,,,,,,,-0.7654980040313206,-0.9873586313362619,-0.6173492565863766,0.8678549953594725,0.05117849566407595,,,,,,REG
27,Bourgogne et Franche-Comté,400.0,1111.1111111,240.96385542,2021,,,,,,,,,-0.7654980040313206,-0.9873586313362619,-0.6173492565863766,0.8678549953594725,0.05117849566407595,14.857142857142858,20.085714285714285,100.0,5.0,,REG
28,Normandie,755.12405609,2265.625,392.15686275,2021,,,,,,,,,-0.7654980040313206,-0.9873586313362619,-0.6173492565863766,0.8678549953594725,0.05117849566407595,14.778571428571428,20.96857142857143,100.0,5.0,,REG
11,Île-de-France,208.14479638,551.33079848,113.98963731,2021,,,,,,,,,-0.7654980040313206,-0.9873586313362619,-0.6173492565863766,0.8678549953594725,0.05117849566407595,20.24285714285714,24.585714285714285,87.5,4.0,,REG
94,Corse,422.53521127,2222.2222222,153.84615385,2021,,,,,,,,,-0.7654980040313206,-0.9873586313362619,-0.6173492565863766,0.8678549953594725,0.05117849566407595,16.642857142857142,22.814285714285713,100.0,5.0,,REG
84,Auvergne et Rhône-Alpes,535.23639607,1863.3540373,252.70758123,2021,,,,,,,,,-0.7654980040313206,-0.9873586313362619,-0.6173492565863766,0.8678549953594725,0.05117849566407595,18.852857142857143,25.8,100.0,5.0,,REG
6,Mayotte,3374.2331288,5121.9512195,,2021,,,,,,,,,-0.7654980040313206,-0.9873586313362619,-0.6173492565863766,0.8678549953594725,0.05117849566407595,,,,,,REG
93,Provence-Alpes-Côte d'Azur,380.02171553,962.96296296,169.49152542,2021,,,,,,,,,-0.7654980040313206,-0.9873586313362619,-0.6173492565863766,0.8678549953594725,0.05117849566407595,16.928571428571427,22.664285714285715,100.0,5.0,,REG
44,Grand Est,568.80733945,1771.6535433,260.41666667,2021,,,,,,,,,-0.7654980040313206,-0.9873586313362619,-0.6173492565863766,0.8678549953594725,0.05117849566407595,16.517142857142858,20.398571428571422,100.0,5.0,,REG
4,Réunion,2040.1337793,3783.7837838,,2021,,,,,,,,,-0.7654980040313206,-0.9873586313362619,-0.6173492565863766,0.8678549953594725,0.05117849566407595,,,,,,REG
32,Hauts-de-France,438.75685558,1346.1538462,251.10782866,2021,,,,,,,,,-0.7654980040313206,-0.9873586313362619,-0.6173492565863766,0.8678549953594725,0.05117849566407595,17.2,23.65,87.5,4.0,,REG
1,Guadeloupe,1046.5116279,2727.2727273,,2021,,,,,,,,,-0.7654980040313206,-0.9873586313362619,-0.6173492565863766,0.8678549953594725,0.05117849566407595,,,,,,REG
75,Nouvelle Aquitaine,680.58778036,1484.375,312.07598372,2021,,,,,,,,,-0.7654980040313206,-0.9873586313362619,-0.6173492565863766,0.8678549953594725,0.05117849566407595,18.04285714285714,23.457142857142856,87.5,4.0,,REG
76,Occitanie,529.88293284,1336.8983957,294.11764706,2021,,,,,,,,,-1.0654044680250203,-1.1317015899550882,-0.7479679465585621,0.7930670393278986,-0.13616871434856087,13.191428571428572,15.698571428571428,62.5,3.0,,REG
6,Mayotte,2585.0340136,5000.0,,2021,,,,,,,,,-1.0654044680250203,-1.1317015899550882,-0.7479679465585621,0.7930670393278986,-0.13616871434856087,,,,,,REG
1,Guadeloupe,1078.4313725,909.09090909,,2021,,,,,,,,,-1.0654044680250203,-1.1317015899550882,-0.7479679465585621,0.7930670393278986,-0.13616871434856087,,,,,,REG
84,Auvergne et Rhône-Alpes,457.42753623,1703.7037037,350.87719298,2021,,,,,,,,,-1.0654044680250203,-1.1317015899550882,-0.7479679465585621,0.7930670393278986,-0.13616871434856087,15.522857142857143,22.768571428571427,37.5,2.0,,REG
28,Normandie,981.4612868,2686.5671642,346.82080925,2021,,,,,,,,,-1.0654044680250203,-1.1317015899550882,-0.7479679465585621,0.7930670393278986,-0.13616871434856087,12.721428571428572,16.904285714285713,50.0,2.0,,REG
2,Martinique,,,909.09090909,2021,,,,,,,,,-1.0654044680250203,-1.1317015899550882,-0.7479679465585621,0.7930670393278986,-0.13616871434856087,,,,,,REG
75,Nouvelle Aquitaine,905.48054011,2154.4715447,224.86772487,2021,,,,,,,,,-1.0654044680250203,-1.1317015899550882,-0.7479679465585621,0.7930670393278986,-0.13616871434856087,14.542857142857144,18.12142857142857,25.0,1.0,,REG
94,Corse,326.08695652,1250.0,196.07843137,2021,,,,,,,,,-1.0654044680250203,-1.1317015899550882,-0.7479679465585621,0.7930670393278986,-0.13616871434856087,13.94285714285714,17.885714285714286,37.5,2.0,,REG
53,Bretagne,771.17572693,1774.1935484,327.10280374,2021,,,,,,,,,-1.0654044680250203,-1.1317015899550882,-0.7479679465585621,0.7930670393278986,-0.13616871434856087,12.44285714285714,16.150000000000002,37.5,2.0,,REG
32,Hauts-de-France,471.44754316,1265.8227848,118.69436202,2021,,,,,,,,,-1.0654044680250203,-1.1317015899550882,-0.7479679465585621,0.7930670393278986,-0.13616871434856087,14.285714285714286,19.17142857142857,37.5,2.0,,REG
11,Île-de-France,173.63490976,311.11111111,76.117982873,2021,,,,,,,,,-1.0654044680250203,-1.1317015899550882,-0.7479679465585621,0.7930670393278986,-0.13616871434856087,16.964285714285715,21.731428571428573,50.0,2.0,,REG
52,Pays de la Loire,491.32947977,1503.7593985,173.91304348,2021,,,,,,,,,-1.0654044680250203,-1.1317015899550882,-0.7479679465585621,0.7930670393278986,-0.13616871434856087,13.69285714285714,17.84714285714286,37.5,2.0,,REG
24,Centre-Val de Loire,465.83850932,1649.4845361,460.52631579,2021,,,,,,,,,-1.0654044680250203,-1.1317015899550882,-0.7479679465585621,0.7930670393278986,-0.13616871434856087,13.285714285714286,18.437142857142856,50.0,2.0,,REG
93,Provence-Alpes-Côte d'Azur,380.84874864,1302.8169014,168.77637131,2021,,,,,,,,,-1.0654044680250203,-1.1317015899550882,-0.7479679465585621,0.7930670393278986,-0.13616871434856087,14.05714285714286,17.485714285714288,37.5,2.0,,REG
3,Guyane,736.19631902,1428.5714286,,2021,,,,,,,,,-1.0654044680250203,-1.1317015899550882,-0.7479679465585621,0.7930670393278986,-0.13616871434856087,,,,,,REG
44,Grand Est,691.78082192,2008.5470085,135.13513514,2021,,,,,,,,,-1.0654044680250203,-1.1317015899550882,-0.7479679465585621,0.7930670393278986,-0.13616871434856087,13.268571428571429,16.271428571428572,12.5,1.0,,REG
27,Bourgogne et Franche-Comté,532.46753247,1711.7117117,473.37278107,2021,,,,,,,,,-1.0654044680250203,-1.1317015899550882,-0.7479679465585621,0.7930670393278986,-0.13616871434856087,13.028571428571428,16.357142857142858,62.5,3.0,,REG
4,Réunion,2059.8006645,4022.9885057,,2021,,,,,,,,,-1.0654044680250203,-1.1317015899550882,-0.7479679465585621,0.7930670393278986,-0.13616871434856087,,,,,,REG
4,Réunion,1747.2118959,3902.4390244,,2021,,,,,,,,,-1.1234346146936123,-1.0612312690399814,-0.842303156903748,0.6953848110417611,-0.2140249018259256,,,,,,REG
94,Corse,410.95890411,1111.1111111,0.0,2021,,,,,,,,,-1.1234346146936123,-1.0612312690399814,-0.842303156903748,0.6953848110417611,-0.2140249018259256,14.542857142857144,18.885714285714283,25.0,1.0,,REG
32,Hauts-de-France,439.63254593,935.96059113,202.97699594,2021,,,,,,,,,-1.1234346146936123,-1.0612312690399814,-0.842303156903748,0.6953848110417611,-0.2140249018259256,15.414285714285713,20.635714285714283,25.0,1.0,,REG
3,Guyane,494.50549451,0.0,,2021,,,,,,,,,-1.1234346146936123,-1.0612312690399814,-0.842303156903748,0.6953848110417611,-0.2140249018259256,,,,,,REG
6,Mayotte,1960.7843137,4250.0,,2021,,,,,,,,,-1.1234346146936123,-1.0612312690399814,-0.842303156903748,0.6953848110417611,-0.2140249018259256,,,,,,REG
44,Grand Est,646.97609001,1944.4444444,296.12756264,2021,,,,,,,,,-1.1234346146936123,-1.0612312690399814,-0.842303156903748,0.6953848110417611,-0.2140249018259256,13.968571428571428,17.342857142857145,25.0,1.0,,REG
11,Île-de-France,261.99860886,730.22312373,106.83760684,2021,,,,,,,,,-1.1234346146936123,-1.0612312690399814,-0.842303156903748,0.6953848110417611,-0.2140249018259256,17.235714285714288,22.20285714285714,25.0,1.0,,REG
24,Centre-Val de Loire,637.98219585,1935.483871,141.84397163,2021,,,,,,,,,-1.1234346146936123,-1.0612312690399814,-0.842303156903748,0.6953848110417611,-0.2140249018259256,13.935714285714289,19.275714285714287,37.5,2.0,,REG
53,Bretagne,957.30918499,1721.8543046,299.62546816,2021,,,,,,,,,-1.1234346146936123,-1.0612312690399814,-0.842303156903748,0.6953848110417611,-0.2140249018259256,12.228571428571428,17.05,25.0,1.0,,REG
1,Guadeloupe,785.71428571,2777.7777778,,2021,,,,,,,,,-1.1234346146936123,-1.0612312690399814,-0.842303156903748,0.6953848110417611,-0.2140249018259256,,,,,,REG
75,Nouvelle Aquitaine,993.8366718,2880.0,471.69811321,2021,,,,,,,,,-1.1234346146936123,-1.0612312690399814,-0.842303156903748,0.6953848110417611,-0.2140249018259256,15.542857142857144,19.3,25.0,1.0,,REG
52,Pays de la Loire,499.1087344,919.54022989,289.85507246,2021,,,,,,,,,-1.1234346146936123,-1.0612312690399814,-0.842303156903748,0.6953848110417611,-0.2140249018259256,13.757142857142856,17.74142857142857,25.0,1.0,,REG
2,Martinique,,,882.35294118,2021,,,,,,,,,-1.1234346146936123,-1.0612312690399814,-0.842303156903748,0.6953848110417611,-0.2140249018259256,,,,,,REG
84,Auvergne et Rhône-Alpes,598.80239521,2188.5521886,493.42105263,2021,,,,,,,,,-1.1234346146936123,-1.0612312690399814,-0.842303156903748,0.6953848110417611,-0.2140249018259256,16.057142857142857,22.91857142857143,25.0,1.0,,REG
93,Provence-Alpes-Côte d'Azur,395.256917,1400.0,160.18306636,2021,,,,,,,,,-1.1234346146936123,-1.0612312690399814,-0.842303156903748,0.6953848110417611,-0.2140249018259256,14.771428571428572,18.62142857142857,25.0,1.0,,REG
76,Occitanie,754.06032483,2387.3873874,285.71428571,2021,,,,,,,,,-1.1234346146936123,-1.0612312690399814,-0.842303156903748,0.6953848110417611,-0.2140249018259256,13.654285714285717,16.837142857142858,37.5,2.0,,REG
28,Normandie,954.99451153,3237.4100719,416.66666667,2021,,,,,,,,,-1.1234346146936123,-1.0612312690399814,-0.842303156903748,0.6953848110417611,-0.2140249018259256,12.714285714285714,17.892857142857142,25.0,1.0,,REG
27,Bourgogne et Franche-Comté,746.98795181,1785.7142857,198.67549669,2021,,,,,,,,,-1.1234346146936123,-1.0612312690399814,-0.842303156903748,0.6953848110417611,-0.2140249018259256,12.87142857142857,17.342857142857145,37.5,2.0,,REG
75,Nouvelle Aquitaine,901.69992609,2357.4144487,411.4713217,2021,,,,,,,,,-1.1814647613622062,-0.990760948124873,-0.9366383672489339,0.5160463450476803,-0.33270920815726296,15.357142857142858,19.092857142857145,37.5,2.0,,REG
76,Occitanie,689.23076923,1720.9302326,206.89655172,2021,,,,,,,,,-1.1814647613622062,-0.990760948124873,-0.9366383672489339,0.5160463450476803,-0.33270920815726296,13.452857142857145,16.47142857142857,37.5,2.0,,REG
32,Hauts-de-France,530.05817712,1674.8768473,322.16494845,2021,,,,,,,,,-1.1814647613622062,-0.990760948124873,-0.9366383672489339,0.5160463450476803,-0.33270920815726296,13.94285714285714,19.685714285714287,12.5,1.0,,REG
3,Guyane,575.53956835,0.0,,2021,,,,,,,,,-1.1814647613622062,-0.990760948124873,-0.9366383672489339,0.5160463450476803,-0.33270920815726296,,,,,,REG
84,Auvergne et Rhône-Alpes,583.18264014,2230.2158273,360.82474227,2021,,,,,,,,,-1.1814647613622062,-0.990760948124873,-0.9366383672489339,0.5160463450476803,-0.33270920815726296,16.804285714285715,23.737142857142857,12.5,1.0,,REG
52,Pays de la Loire,725.0755287,1532.8467153,272.72727273,2021,,,,,,,,,-1.1814647613622062,-0.990760948124873,-0.9366383672489339,0.5160463450476803,-0.33270920815726296,13.471428571428572,18.247142857142855,37.5,2.0,,REG
1,Guadeloupe,588.23529412,2272.7272727,,2021,,,,,,,,,-1.1814647613622062,-0.990760948124873,-0.9366383672489339,0.5160463450476803,-0.33270920815726296,,,,,,REG
28,Normandie,748.15595364,3277.3109244,396.82539683,2021,,,,,,,,,-1.1814647613622062,-0.990760948124873,-0.9366383672489339,0.5160463450476803,-0.33270920815726296,12.69285714285714,17.412857142857142,37.5,2.0,,REG
4,Réunion,1509.4339623,3272.7272727,,2021,,,,,,,,,-1.1814647613622062,-0.990760948124873,-0.9366383672489339,0.5160463450476803,-0.33270920815726296,,,,,,REG
11,Île-de-France,292.08831647,811.40350877,246.44549763,2021,,,,,,,,,-1.1814647613622062,-0.990760948124873,-0.9366383672489339,0.5160463450476803,-0.33270920815726296,17.428571428571427,22.638571428571428,25.0,1.0,,REG
53,Bretagne,917.43119266,2661.2903226,217.39130435,2021,,,,,,,,,-1.1814647613622062,-0.990760948124873,-0.9366383672489339,0.5160463450476803,-0.33270920815726296,13.014285714285714,16.514285714285712,37.5,2.0,,REG
94,Corse,277.77777778,769.23076923,754.71698113,2021,,,,,,,,,-1.1814647613622062,-0.990760948124873,-0.9366383672489339,0.5160463450476803,-0.33270920815726296,14.414285714285716,18.821428571428573,37.5,2.0,,REG
44,Grand Est,783.25455773,2289.1566265,610.3286385,2021,,,,,,,,,-1.1814647613622062,-0.990760948124873,-0.9366383672489339,0.5160463450476803,-0.33270920815726296,13.768571428571429,16.635714285714286,25.0,1.0,,REG
24,Centre-Val de Loire,536.23188406,1458.3333333,574.71264368,2021,,,,,,,,,-1.1814647613622062,-0.990760948124873,-0.9366383672489339,0.5160463450476803,-0.33270920815726296,12.62142857142857,18.877142857142857,25.0,1.0,,REG
2,Martinique,,,789.47368421,2021,,,,,,,,,-1.1814647613622062,-0.990760948124873,-0.9366383672489339,0.5160463450476803,-0.33270920815726296,,,,,,REG
93,Provence-Alpes-Côte d'Azur,334.61327482,996.3099631,151.51515152,2021,,,,,,,,,-1.1814647613622062,-0.990760948124873,-0.9366383672489339,0.5160463450476803,-0.33270920815726296,14.528571428571428,18.535714285714285,50.0,2.0,,REG
27,Bourgogne et Franche-Comté,567.90123457,1721.3114754,558.37563452,2021,,,,,,,,,-1.1814647613622062,-0.990760948124873,-0.9366383672489339,0.5160463450476803,-0.33270920815726296,12.985714285714286,17.064285714285713,50.0,2.0,,REG
