geo_code,geo_name,date_monday,year_iso,week_iso_num,taux_passages_urgences,MNP_score,tmean,workplaces,retail_and_recreation,couv_complet
76,Occitanie,2025-01-13,2025,3,897.90007241,,2.1957142857142857,,,
76,Occitanie,2025-01-20,2025,4,885.38508187,,4.9557142857142855,,,
76,Occitanie,2025-01-27,2025,5,659.74343311,,5.898571428571429,,,
76,Occitanie,2025-02-03,2025,6,661.47859922,,4.215714285714285,,,
76,Occitanie,2025-02-10,2025,7,832.78688525,,3.4314285714285715,,,
76,Occitanie,2025-02-17,2025,8,757.16234652,,7.912857142857143,,,
76,Occitanie,2025-02-24,2025,9,677.58749069,,6.79,,,
76,Occitanie,2025-03-03,2025,10,590.27777778,,9.924285714285714,,,
76,Occitanie,2025-03-10,2025,11,582.60175579,,5.717142857142856,,,
76,Occitanie,2025-03-17,2025,12,571.21661721,,10.682857142857143,,,
76,Occitanie,2025-03-24,2025,13,708.10385523,,8.827142857142857,,,
76,Occitanie,2025-03-31,2025,14,663.68381805,,12.717142857142855,,,
76,Occitanie,2025-04-07,2025,15,541.33138259,,10.84142857142857,,,
76,Occitanie,2025-04-14,2025,16,567.01030928,,12.395714285714286,,,
76,Occitanie,2025-04-21,2025,17,536.51266766,,11.138571428571428,,,
76,Occitanie,2025-04-28,2025,18,488.99755501,,15.427142857142856,,,
76,Occitanie,2025-05-05,2025,19,417.02867072,,12.63,,,
76,Occitanie,2025-05-12,2025,20,422.53521127,,13.441428571428572,,,
76,Occitanie,2025-05-19,2025,21,406.50406504,,13.642857142857142,,,
76,Occitanie,2025-05-26,2025,22,421.12776588,,15.814285714285717,,,
76,Occitanie,2025-06-02,2025,23,306.12244898,,14.91,,,
76,Occitanie,2025-06-09,2025,24,297.66693484,,17.685714285714287,,,
76,Occitanie,2025-06-16,2025,25,338.84948779,,19.882857142857144,,,
76,Occitanie,2025-06-23,2025,26,216.9197397,,19.134285714285713,,,
76,Occitanie,2025-06-30,2025,27,135.59322034,,23.29,,,
